Trigger_Date,2023/08/04
Trigger_Time,T 11:24:12.466 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.562
Time (ms),Voltage (V),Current (A)
-1.82,-182.179,-22.682
-1.79,-179.372,-22.499
-1.76,-176.599,-22.132
-1.73,-173.511,-21.628
-1.69,-170.317,-21.181
-1.66,-167.299,-20.792
-1.63,-164.386,-20.357
-1.6,-161.157,-19.784
-1.56,-158.034,-19.486
-1.53,-155.507,-19.543
-1.5,-152.769,-18.947
-1.47,-149.4,-18.363
-1.43,-146.101,-17.768
-1.4,-142.978,-17.241
-1.37,-139.819,-16.794
-1.34,-136.591,-16.37
-1.3,-133.362,-15.992
-1.27,-130.273,-15.74
-1.24,-127.361,-15.442
-1.2,-124.342,-15.041
-1.17,-121.219,-14.549
-1.14,-117.955,-13.941
-1.11,-114.516,-13.323
-1.07,-111.076,-12.796
-1.04,-107.742,-12.372
-1.01,-104.549,-12.028
-0.98,-101.215,-11.627
-0.94,-97.951,-11.284
-0.91,-94.757,-10.86
-0.88,-91.458,-10.321
-0.85,-88.019,-9.794
-0.81,-84.685,-9.371
-0.78,-81.491,-9.004
-0.75,-78.333,-8.649
-0.72,-75.174,-8.34
-0.68,-72.121,-8.03
-0.65,-69.032,-7.538
-0.62,-65.628,-6.942
-0.59,-62.119,-6.381
-0.55,-58.574,-5.842
-0.52,-55.135,-5.361
-0.49,-51.625,-4.88
-0.46,-48.116,-4.376
-0.42,-44.606,-3.941
-0.39,-41.026,-3.379
-0.36,-37.271,-2.749
-0.33,-33.481,-2.222
-0.29,-29.936,-1.718
-0.26,-26.357,-1.203
-0.23,-22.742,-0.699
-0.2,-19.127,-0.229
-0.16,-15.652,0.137
-0.13,-12.354,0.493
-0.1,-8.844,0.848
-0.07,-4.808,1.123
-0.03,-0.842,1.386
0.0,1.825,1.936
0.03,4.387,2.52
0.07,6.773,3.116
0.1,10.143,3.803
0.13,14.494,4.445
0.16,19.232,4.88
0.2,22.777,4.926
0.23,24.461,5.384
0.26,25.374,6.369
0.29,26.672,7.469
0.33,28.743,8.58
0.36,31.586,9.852
0.39,35.025,11.158
0.42,39.131,12.212
0.46,43.623,12.991
0.49,48.116,13.666
0.52,52.783,14.205
0.55,57.31,14.549
0.59,61.592,14.778
0.62,65.593,14.881
0.65,69.313,14.915
0.68,72.647,14.961
0.72,75.771,15.075
0.75,78.859,15.247
0.78,81.842,15.625
0.81,84.86,16.061
0.85,87.984,16.553
0.88,91.177,17.057
0.91,94.336,17.516
0.94,97.565,17.962
0.98,100.934,18.489
1.01,104.373,19.028
1.04,107.918,19.658
1.07,111.533,20.162
1.11,115.007,20.643
1.14,118.587,21.227
1.17,122.166,21.617
1.2,125.395,21.8
1.24,128.519,22.201
1.27,131.958,22.808
1.3,135.362,23.14
1.34,138.626,23.736
1.37,141.96,24.194
1.4,145.084,24.458
1.43,147.821,24.526
1.47,150.348,24.664
1.5,153.12,25.053
1.53,155.998,25.466
1.56,158.806,25.89
1.6,161.578,26.462
1.63,164.772,27.092
1.66,168.001,27.585
1.69,170.949,27.906
1.73,173.792,28.204
1.76,176.564,28.398
1.79,179.231,28.616
1.82,181.969,29.005
1.86,184.706,29.406
1.89,187.408,29.739
1.92,189.97,30.082
1.95,192.427,30.323
1.99,194.814,30.472
2.02,196.919,30.609
2.05,199.13,30.838
2.08,201.236,31.193
2.12,203.412,31.526
2.15,205.763,31.789
2.18,208.15,32.11
2.21,210.255,32.328
2.25,212.01,32.454
2.28,213.87,32.637
2.31,216.011,32.981
2.34,218.292,33.416
2.38,220.398,33.782
2.41,222.504,34.138
2.44,224.82,34.573
2.47,227.206,34.79
2.51,229.031,34.768
2.54,230.821,34.962
2.57,233.032,35.26
2.6,235.173,35.524
2.64,236.928,35.718
2.67,238.753,36.039
2.7,240.753,36.257
2.74,242.683,36.383
2.77,244.438,36.646
2.8,246.263,36.898
2.83,248.228,37.196
2.87,250.194,37.448
2.9,251.808,37.483
2.93,253.282,37.586
2.96,255.037,37.883
3.0,256.721,37.929
3.03,257.739,37.815
3.06,259.003,37.987
3.09,260.687,38.307
3.13,262.161,38.399
3.16,263.284,38.582
3.19,264.583,38.754
3.22,265.811,38.777
3.26,266.899,38.743
3.29,267.776,38.811
3.32,268.9,38.972
3.35,270.058,39.167
3.39,271.286,39.419
3.42,272.479,39.716
3.45,273.848,39.934
3.48,275.146,40.106
3.52,276.375,40.198
3.55,277.463,40.232
3.58,278.516,40.301
3.61,279.604,40.358
3.65,280.551,40.415
3.68,281.569,40.598
3.71,282.657,40.713
3.74,283.534,40.724
3.78,284.166,40.69
3.81,284.692,40.61
3.84,285.114,40.438
3.87,285.254,40.278
3.91,285.535,40.289
3.94,286.272,40.702
3.97,286.763,40.61
4.01,286.623,40.404
4.04,286.868,40.61
4.07,287.395,40.495
4.1,287.5,40.415
4.14,287.149,40.198
4.17,287.044,40.129
4.2,287.325,40.278
4.23,287.465,40.346
4.27,287.43,40.312
4.3,287.325,40.243
4.33,287.219,40.049
4.36,286.833,39.819
4.4,286.342,39.59
4.43,285.956,39.636
4.46,285.921,39.808
4.49,285.78,39.842
4.53,285.359,39.705
4.56,284.763,39.43
4.59,284.096,39.086
4.62,283.359,38.754
4.66,282.341,38.422
4.69,281.393,38.307
4.72,280.692,38.365
4.75,279.955,38.342
