Trigger_Date,2023/08/25
Trigger_Time,T 11:52:05.688 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.545
Time (ms),Voltage (V),Current (A)
-0.49,-52.538,-8.592
-0.46,-48.853,-7.973
-0.42,-45.413,-7.297
-0.39,-41.342,-6.713
-0.36,-38.429,-6.083
-0.33,-39.026,-4.594
-0.29,-44.15,-0.813
-0.26,-36.85,2.211
-0.23,-25.584,0.584
-0.2,-27.164,-0.057
-0.16,-24.11,1.02
-0.13,-16.705,1.065
-0.1,-10.107,0.882
-0.07,-4.562,0.871
-0.03,1.299,0.882
0.0,4.703,0.389
0.03,5.229,0.344
0.07,7.791,0.676
0.1,11.02,0.573
0.13,13.441,0.802
0.16,17.056,1.363
0.2,21.619,2.096
0.23,27.023,2.692
0.26,32.253,2.91
0.29,36.113,2.978
0.33,38.184,3.482
0.36,39.693,4.456
0.39,42.009,5.281
0.42,44.992,5.567
0.46,47.729,5.544
0.49,50.151,5.625
0.52,52.994,5.957
0.55,56.609,6.404
0.59,60.68,6.862
0.62,64.645,7.354
0.65,68.19,8.053
0.68,71.664,8.912
0.72,75.174,9.806
0.75,78.648,10.596
0.78,82.053,11.284
0.81,85.352,11.868
0.85,88.756,12.406
0.88,92.125,12.853
0.91,95.459,13.334
0.94,98.828,13.884
0.98,102.373,14.434
1.01,105.952,15.007
1.04,109.497,15.637
1.07,113.007,16.152
1.11,116.411,16.771
1.14,119.604,17.412
1.17,122.763,17.905
1.2,125.711,18.398
1.24,128.729,18.913
1.27,131.923,19.268
1.3,135.152,19.658
1.33,138.416,20.162
1.37,141.574,20.586
1.4,144.347,20.895
1.43,147.26,21.422
1.46,150.208,21.937
1.5,153.12,22.189
1.53,155.893,22.556
1.56,158.595,22.945
1.59,161.438,23.392
1.63,164.281,23.782
1.66,167.088,24.102
1.69,169.931,24.469
1.72,172.493,24.881
1.76,175.02,25.271
1.79,177.652,25.626
1.82,180.354,26.05
1.86,182.916,26.394
1.89,185.583,26.806
1.92,188.321,27.333
1.95,191.023,27.745
1.99,193.094,27.917
2.02,195.164,28.398
2.05,197.797,28.994
2.08,200.569,29.154
2.12,202.71,29.212
2.15,204.816,29.624
2.18,206.992,30.082
2.21,209.167,30.323
2.25,210.852,30.403
2.28,212.782,30.724
2.31,215.063,31.045
2.34,217.064,31.159
2.38,218.713,31.457
2.41,220.609,31.892
2.44,222.855,32.282
2.47,224.96,32.522
2.51,226.68,32.855
2.54,228.084,33.049
2.57,229.839,33.37
2.6,231.769,33.645
2.64,233.383,33.759
2.67,234.752,34.0
2.7,236.261,34.286
2.73,237.91,34.493
2.77,239.63,34.733
2.8,241.35,35.054
2.83,242.859,35.432
2.86,244.438,35.787
2.9,246.053,36.085
2.93,247.702,36.406
2.96,249.246,36.83
2.99,250.861,37.185
3.03,252.58,37.494
3.06,254.124,37.918
3.09,255.809,38.388
3.12,257.599,38.766
3.16,259.389,39.224
3.19,261.108,39.693
3.22,262.582,40.014
3.25,263.811,40.198
3.29,265.004,40.484
3.32,266.548,40.77
3.35,267.952,41.022
3.38,269.25,41.24
3.42,270.409,41.446
3.45,271.532,41.698
3.48,272.83,41.939
3.51,274.094,42.019
3.55,275.076,42.214
3.58,276.024,42.546
3.61,277.322,42.729
3.65,278.375,42.89
3.68,279.428,43.199
3.71,280.446,43.394
3.74,281.218,43.474
3.78,281.955,43.531
3.81,282.587,43.646
3.84,283.078,43.623
3.87,283.604,43.646
3.91,284.271,43.817
3.94,285.078,43.932
3.97,285.5,43.966
4.0,285.851,44.092
4.04,286.026,44.058
4.07,286.026,43.943
4.1,285.991,43.84
4.13,285.991,43.623
4.17,285.886,43.52
4.2,286.166,43.657
4.23,286.096,43.554
4.26,285.64,43.382
4.3,285.57,43.394
4.33,285.921,43.508
